fecha_pedido,fecha_envio,modo_envio,nombre_cliente,segmento_cliente,ciudad,estado,region,departamento_producto,tipo_producto,precio_base,precio_unit_sin_desc,descuento,precio_unit_venta,cantidad_pedido,total_venta,total_ganancia
2021-11-11,2021-11-15,Entrega estándar,Benjamin da Mata,B2B,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Bolsas de basura,12.87,17.47,0.1,15.72,1,15.72,2.8500000000000014
2021-11-11,2021-11-15,Entrega estándar,Benjamin da Mata,B2B,Goiânia,Goiás,Centro-Oeste,Electrónicos,Smartphones,93.96,96.56,0.1,86.9,7,608.3000000000001,-49.419999999999845
2021-11-11,2021-11-15,Entrega estándar,Benjamin da Mata,B2B,Goiânia,Goiás,Centro-Oeste,Electrónicos,Lámparas LED,45.26,52.23,0.35,33.95,7,237.65000000000003,-79.16999999999996
2019-12-21,2019-12-24,Económico,Francisco Mendes,B2C,Rio de Janeiro,Rio de Janeiro,Sureste,Electrónicos,Lámparas LED,699.96,921.76,0.1,829.58,2,1659.16,259.24
2019-12-21,2019-12-24,Económico,Francisco Mendes,B2C,Rio de Janeiro,Rio de Janeiro,Sureste,Productos de Limpieza,Limpiador de inodoros,69.96,80.41,0.0,80.41,2,160.82,20.900000000000006
2019-12-21,2019-12-24,Económico,Francisco Mendes,B2C,Rio de Janeiro,Rio de Janeiro,Sureste,Productos de Limpieza,Limpiador de inodoros,12.08,14.04,0.0,14.04,1,14.04,1.959999999999999
2019-12-21,2019-12-24,Económico,Francisco Mendes,B2C,Rio de Janeiro,Rio de Janeiro,Sureste,Electrónicos,Lámparas LED,88.34,117.2,0.1,105.48,5,527.4,85.69999999999993
2019-07-26,2019-07-28,Económico,Arthur Vieira,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Productos de Limpieza,Bolsas de basura,16.63,22.03,0.0,22.03,1,22.03,5.400000000000002
2019-07-26,2019-07-28,Económico,Arthur Vieira,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Productos de Limpieza,Detergente para platos,11.28,13.19,0.0,13.19,4,52.76,7.640000000000001
2020-11-23,2020-11-28,Entrega estándar,Marcos Vinicius Nascimento,B2C,Mogi das Cruzes,São Paulo,Sureste,Electrónicos,Lámparas LED,6.76,7.71,0.35,5.01,2,10.02,-3.5
2020-11-23,2020-11-28,Entrega estándar,Marcos Vinicius Nascimento,B2C,Mogi das Cruzes,São Paulo,Sureste,Productos de Limpieza,Cepillos de baño,25.96,34.69,0.1,31.22,6,187.32,31.560000000000002
2022-12-10,2022-12-12,Económico,Rafaela Barbosa,B2C,Guarulhos,São Paulo,Sureste,Electrónicos,Smartphones,47.54,59.43,0.0,59.43,6,356.58,71.33999999999997
2022-12-10,2022-12-12,Económico,Rafaela Barbosa,B2C,Guarulhos,São Paulo,Sureste,Productos de Limpieza,Limpiador de inodoros,19.35,23.6,0.0,23.6,5,118.0,21.25
2022-12-10,2022-12-12,Económico,Rafaela Barbosa,B2C,Guarulhos,São Paulo,Sureste,Electrónicos,Lámparas LED,22.07,28.66,0.0,28.66,4,114.64,26.36
2022-12-10,2022-12-12,Económico,Rafaela Barbosa,B2C,Guarulhos,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,12.95,16.93,0.0,16.93,3,50.79,11.940000000000005
2022-09-01,2022-09-06,Entrega estándar,Maria Vitória Caldeira,B2C,Aracaju,Sergipe,Noreste,Productos de Limpieza,Ambientador en spray,209.93,241.3,0.0,241.3,9,2171.7000000000003,282.33000000000015
2022-09-09,2022-09-15,Entrega estándar,Ana da Mata,B2B,São José,Santa Catarina,Sur,Electrónicos,Smartphones,28.03,34.37,0.1,30.93,1,30.93,2.8999999999999986
2020-03-13,2020-03-18,Entrega estándar,Carolina Martins,B2B,Angra dos Reis,Rio de Janeiro,Sureste,Productos de Limpieza,Limpiacristales,8.18,10.94,0.1,9.85,3,29.549999999999997,5.009999999999998
2020-03-13,2020-03-18,Entrega estándar,Carolina Martins,B2B,Angra dos Reis,Rio de Janeiro,Sureste,Ropa,Vestidos,24.61,29.17,0.1,26.25,4,105.0,6.560000000000002
2020-03-13,2020-03-18,Entrega estándar,Carolina Martins,B2B,Angra dos Reis,Rio de Janeiro,Sureste,Ropa,Vestidos,6.45,8.07,0.1,7.26,3,21.78,2.4299999999999997
2021-07-19,2021-07-24,Entrega estándar,Maria Cecília da Mata,B2B,Ponta Grossa,Paraná,Sur,Productos de Limpieza,Detergente para platos,21.55,25.53,0.1,22.98,5,114.9,7.150000000000006
2021-06-14,2021-06-16,Económico,Carlos Eduardo Santos,B2B,São Gonçalo,Rio de Janeiro,Sureste,Electrónicos,Cámaras digitales,374.82,428.37,0.0,428.37,3,1285.1100000000001,160.6500000000001
2022-07-04,2022-07-10,Entrega estándar,Lucca Freitas,B2B,Praia Grande,São Paulo,Sureste,Electrónicos,Smartphones,72.18,88.03,0.0,88.03,10,880.3,158.4999999999999
2022-07-04,2022-07-10,Entrega estándar,Lucca Freitas,B2B,Praia Grande,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,31.94,41.75,0.0,41.75,2,83.5,19.619999999999997
2019-12-09,2019-12-14,Entrega estándar,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sureste,Productos de Limpieza,Toallitas desinfectantes,11.34,15.06,0.1,13.55,7,94.85000000000001,15.470000000000013
2019-12-09,2019-12-14,Entrega estándar,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sureste,Electrónicos,Lámparas LED,7.41,8.45,0.35,5.49,4,21.96,-7.68
2019-12-09,2019-12-14,Entrega estándar,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sureste,Electrónicos,Cámaras digitales,48.51,66.33,0.1,59.7,3,179.10000000000002,33.57000000000002
2019-12-09,2019-12-14,Entrega estándar,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sureste,Productos de Limpieza,Detergente para platos,10.32,10.49,0.1,9.44,5,47.199999999999996,-4.400000000000006
2019-12-09,2019-12-14,Entrega estándar,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sureste,Electrónicos,Smartphones,38.42,39.26,0.1,35.33,10,353.29999999999995,-30.90000000000009
2019-12-09,2019-12-14,Entrega estándar,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sureste,Productos de Limpieza,Toallitas desinfectantes,6.56,8.7,0.1,7.83,5,39.15,6.350000000000001
2019-12-09,2019-12-14,Entrega estándar,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sureste,Productos de Limpieza,Bolsas de basura,14.54,19.58,0.1,17.62,2,35.24,6.160000000000004
2019-12-09,2019-12-14,Entrega estándar,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sureste,Productos de Limpieza,Papel higiénico,42.62,49.2,0.1,44.28,3,132.84,4.980000000000018
2021-04-09,2021-04-15,Entrega estándar,Maria Clara Martins,B2B,Maringá,Paraná,Sur,Productos de Limpieza,Limpiacristales,24.7,33.51,0.1,30.16,1,30.16,5.460000000000001
2021-04-09,2021-04-15,Entrega estándar,Maria Clara Martins,B2B,Maringá,Paraná,Sur,Electrónicos,Lámparas LED,97.22,105.57,0.35,68.62,6,411.72,-171.5999999999999
2022-11-07,2022-11-12,Entrega estándar,Enrique Santos,B2C,Brasília,Distrito Federal,Centro-Oeste,Ropa,Jeans,242.82,254.74,0.15,216.53,2,433.06,-52.579999999999984
2022-11-07,2022-11-12,Entrega estándar,Enrique Santos,B2C,Brasília,Distrito Federal,Centro-Oeste,Productos de Limpieza,Bolsas de basura,45.18,60.39,0.1,54.35,3,163.05,27.51000000000002
2020-12-06,2020-12-10,Entrega estándar,Pietro da Costa,B2B,Recife,Pernambuco,Noreste,Ropa,Vestidos,63.11,75.58,0.0,75.58,2,151.16,24.939999999999998
2020-07-10,2020-07-15,Entrega estándar,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Productos de Limpieza,Cepillos de baño,11.28,13.43,0.0,13.43,4,53.72,8.600000000000001
2020-07-10,2020-07-15,Entrega estándar,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Productos de Limpieza,Detergente para ropas,408.4,526.97,0.0,526.97,3,1580.91,355.71000000000026
2020-07-10,2020-07-15,Entrega estándar,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Ropa,Vestidos,292.32,309.33,0.0,309.33,2,618.66,34.01999999999998
2020-07-10,2020-07-15,Entrega estándar,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Productos de Limpieza,Toallitas desinfectantes,10.81,14.04,0.0,14.04,3,42.12,9.689999999999998
2020-07-10,2020-07-15,Entrega estándar,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Electrónicos,Lámparas LED,71.48,95.3,0.0,95.3,3,285.9,71.45999999999998
2020-07-10,2020-07-15,Entrega estándar,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Productos de Limpieza,Limpiador de inodoros,53.62,67.46,0.0,67.46,4,269.84,55.359999999999985
2020-07-10,2020-07-15,Entrega estándar,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Electrónicos,Lámparas LED,44.61,57.94,0.0,57.94,9,521.46,119.97000000000003
2020-07-10,2020-07-15,Entrega estándar,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Electrónicos,Lámparas LED,18.69,24.75,0.0,24.75,6,148.5,36.359999999999985
2020-07-10,2020-07-15,Entrega estándar,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Productos de Limpieza,Papel higiénico,40.78,47.7,0.0,47.7,7,333.90000000000003,48.44
2021-12-14,2021-12-20,Entrega estándar,Miguel Moura,B2C,Cotia,São Paulo,Sureste,Productos de Limpieza,Limpiador de inodoros,9.31,11.15,0.0,11.15,3,33.45,5.520000000000003
2022-06-03,2022-06-06,Económico,Amanda Vieira,B2C,Diadema,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,12.12,15.96,0.1,14.36,6,86.16,13.439999999999998
2022-06-03,2022-06-06,Económico,Amanda Vieira,B2C,Diadema,São Paulo,Sureste,Productos de Limpieza,Limpiacristales,24.45,33.19,0.1,29.87,5,149.35,27.099999999999994
2020-10-31,2020-11-03,Económico,Maria Luiza Fernandes,B2B,Contagem,Minas Gerais,Sureste,Productos de Limpieza,Detergente para ropas,141.08,156.91,0.35,101.99,2,203.98,-78.18000000000004
2020-10-31,2020-11-03,Económico,Maria Luiza Fernandes,B2B,Contagem,Minas Gerais,Sureste,Electrónicos,Laptops,1215.47,1662.19,0.1,1495.97,1,1495.97,280.5
2020-10-31,2020-11-03,Económico,Maria Luiza Fernandes,B2B,Contagem,Minas Gerais,Sureste,Electrónicos,Cámaras digitales,49.34,66.46,0.1,59.81,5,299.05,52.349999999999994
2020-10-31,2020-11-03,Económico,Maria Luiza Fernandes,B2B,Contagem,Minas Gerais,Sureste,Ropa,Vestidos,11.6,14.62,0.1,13.16,4,52.64,6.240000000000002
2021-10-16,2021-10-21,Entrega estándar,Lavínia Moreira,B2B,Goiânia,Goiás,Centro-Oeste,Electrónicos,Lámparas LED,84.86,113.15,0.0,113.15,7,792.0500000000001,198.0300000000001
2021-10-16,2021-10-21,Entrega estándar,Lavínia Moreira,B2B,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Limpiacristales,28.47,37.71,0.0,37.71,6,226.26,55.44
2021-10-16,2021-10-21,Entrega estándar,Lavínia Moreira,B2B,Goiânia,Goiás,Centro-Oeste,Productos de Limpieza,Ambientador en spray,40.94,49.03,0.0,49.03,3,147.09,24.27000000000001
2020-11-20,2020-11-22,Económico,Otávio da Costa,B2B,Fortaleza,Ceará,Noreste,Ropa,Vestidos,222.02,241.33,0.0,241.33,2,482.66,38.620000000000005
2019-09-14,2019-09-18,Entrega estándar,Kaique Aragão,B2B,Hortolândia,São Paulo,Sureste,Productos de Limpieza,Papel higiénico,51.97,59.99,0.1,53.99,5,269.95,10.099999999999966
2022-11-14,2022-11-19,Económico,Ana Sophia Teixeira,B2B,Macaé,Rio de Janeiro,Sureste,Electrónicos,Smartphones,109.4,139.36,0.0,139.36,4,557.44,119.84000000000003
2022-12-25,2022-12-30,Entrega estándar,Leonardo Pires,B2B,São José dos Campos,São Paulo,Sureste,Ropa,Vestidos,117.36,128.96,0.0,128.96,1,128.96,11.600000000000009
2021-01-10,2021-01-14,Económico,Manuela Fernandes,B2B,Belford Roxo,Rio de Janeiro,Sureste,Ropa,Vestidos,22.56,28.64,0.1,25.78,2,51.56,6.440000000000005
2020-06-14,2020-06-20,Entrega estándar,Camila Souza,B2B,Florianópolis,Santa Catarina,Sur,Productos de Limpieza,Limpiador de inodoros,12.08,14.04,0.0,14.04,6,84.24,11.759999999999991
2020-06-14,2020-06-20,Entrega estándar,Camila Souza,B2B,Florianópolis,Santa Catarina,Sur,Electrónicos,Lámparas LED,16.71,21.69,0.0,21.69,3,65.07000000000001,14.940000000000005
2020-06-14,2020-06-20,Entrega estándar,Camila Souza,B2B,Florianópolis,Santa Catarina,Sur,Electrónicos,Laptops,841.47,1019.97,0.0,1019.97,3,3059.91,535.5
2020-06-14,2020-06-20,Entrega estándar,Camila Souza,B2B,Florianópolis,Santa Catarina,Sur,Productos de Limpieza,Bolsas de basura,16.74,22.03,0.0,22.03,5,110.15,26.450000000000017
2022-03-19,2022-03-23,Entrega estándar,Bernardo das Neves,B2C,Belém,Pará,Norte,Productos de Limpieza,Limpiador de inodoros,23.3,30.01,0.1,27.01,3,81.03,11.129999999999995
2022-10-16,2022-10-18,Envío rápido,Pietra Jesus,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Ropa,Zapatillas,574.66,642.52,0.1,578.27,3,1734.81,10.829999999999927
2022-10-16,2022-10-18,Envío rápido,Pietra Jesus,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Productos de Limpieza,Bolsas de basura,105.22,139.37,0.0,139.37,5,696.85,170.75
2022-04-22,2022-04-25,Envío rápido,Sofia da Cunha,B2C,Fortaleza,Ceará,Noreste,Electrónicos,Smartphones,33.36,39.24,0.0,39.24,1,39.24,5.880000000000003
2022-04-22,2022-04-25,Envío rápido,Sofia da Cunha,B2C,Fortaleza,Ceará,Noreste,Ropa,Vestidos,164.93,184.28,0.0,184.28,3,552.84,58.05000000000001
2022-05-30,2022-06-03,Entrega estándar,Otávio da Cruz,B2B,Santos,São Paulo,Sureste,Productos de Limpieza,Cepillos de baño,15.61,16.01,0.0,16.01,5,80.05000000000001,2.000000000000014
2021-09-20,2021-09-24,Entrega estándar,Emilly Peixoto,B2C,Curitiba,Paraná,Sur,Productos de Limpieza,Detergente para platos,8.44,8.57,0.0,8.57,2,17.14,0.26000000000000156
2021-09-20,2021-09-24,Entrega estándar,Emilly Peixoto,B2C,Curitiba,Paraná,Sur,Electrónicos,Smartphones,133.42,169.97,0.0,169.97,5,849.85,182.7500000000001
2021-09-18,2021-09-24,Entrega estándar,Vitor Hugo Dias,B2B,Curitiba,Paraná,Sur,Productos de Limpieza,Limpiador de inodoros,18.51,22.71,0.0,22.71,5,113.55000000000001,21.0
2021-12-21,2021-12-25,Entrega estándar,Ana Luiza da Luz,B2B,São Gonçalo,Rio de Janeiro,Sureste,Ropa,Vestidos,12.95,16.08,0.0,16.08,4,64.32,12.519999999999996
2021-12-21,2021-12-25,Entrega estándar,Ana Luiza da Luz,B2B,São Gonçalo,Rio de Janeiro,Sureste,Electrónicos,Lámparas LED,20.31,26.22,0.0,26.22,2,52.44,11.82
2022-11-23,2022-11-27,Entrega estándar,Joaquim Aragão,B2C,Belo Horizonte,Minas Gerais,Sureste,Productos de Limpieza,Limpiador de inodoros,14.7,16.87,0.1,15.18,8,121.44,3.8400000000000034
2019-12-31,2020-01-05,Entrega estándar,Manuela Fernandes,B2B,Campo Grande,Mato Grosso do Sur,Centro-Oeste,Electrónicos,Lámparas LED,531.75,577.46,0.35,375.35,5,1876.75,-782.0
2022-04-04,2022-04-06,Envío rápido,Vitor Gabriel Fernandes,B2C,Manaus,Amazonas,Norte,Productos de Limpieza,Limpiador de inodoros,6.75,8.89,0.1,8.0,3,24.0,3.75
2021-12-27,2022-01-03,Entrega estándar,Enrico Teixeira,B2B,Contagem,Minas Gerais,Sureste,Productos de Limpieza,Ambientador en spray,28.84,35.36,0.1,31.82,2,63.64,5.960000000000001
2021-06-06,2021-06-12,Entrega estándar,Breno Lopes,B2C,Campinas,São Paulo,Sureste,Productos de Limpieza,Papel higiénico,533.0,612.64,0.0,612.64,2,1225.28,159.27999999999997
2021-06-06,2021-06-12,Entrega estándar,Breno Lopes,B2C,Campinas,São Paulo,Sureste,Productos de Limpieza,Limpiador de inodoros,16.6,18.97,0.0,18.97,2,37.94,4.739999999999995
2021-06-06,2021-06-12,Entrega estándar,Breno Lopes,B2C,Campinas,São Paulo,Sureste,Productos de Limpieza,Toallitas desinfectantes,13.04,16.93,0.0,16.93,3,50.79,11.670000000000002
2020-09-19,2020-09-24,Entrega estándar,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Productos de Limpieza,Papel higiénico,64.55,71.33,0.0,71.33,2,142.66,13.560000000000002
2020-09-19,2020-09-24,Entrega estándar,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Productos de Limpieza,Papel higiénico,309.33,309.33,0.0,309.33,7,2165.31,0.0
2020-09-19,2020-09-24,Entrega estándar,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Electrónicos,Cámaras digitales,1478.97,1699.97,0.0,1699.97,1,1699.97,221.0
2020-09-19,2020-09-24,Entrega estándar,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Electrónicos,Cámaras digitales,532.41,611.97,0.0,611.97,7,4283.79,556.9200000000001
2020-09-19,2020-09-24,Entrega estándar,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Electrónicos,Lámparas LED,41.76,55.32,0.0,55.32,4,221.28,54.24000000000001
2022-03-07,2022-03-12,Económico,Cauê Pinto,B2C,São Paulo,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,69.06,89.69,0.0,89.69,1,89.69,20.629999999999995
2022-03-07,2022-03-12,Económico,Cauê Pinto,B2C,São Paulo,São Paulo,Sureste,Ropa,Vestidos,72.19,81.57,0.0,81.57,3,244.70999999999998,28.139999999999986
2021-03-18,2021-03-18,24 horas,Melissa Melo,B2C,Campinas,São Paulo,Sureste,Electrónicos,Cámaras digitales,167.94,220.96,0.0,220.96,2,441.92,106.04000000000002
2021-03-18,2021-03-18,24 horas,Melissa Melo,B2C,Campinas,São Paulo,Sureste,Electrónicos,Lámparas LED,41.77,55.32,0.0,55.32,2,110.64,27.099999999999994
2021-12-10,2021-12-14,Entrega estándar,Fernando da Conceição,B2C,São Gonçalo,Rio de Janeiro,Sureste,Electrónicos,Cámaras digitales,31.87,37.06,0.0,37.06,1,37.06,5.190000000000001
2021-12-10,2021-12-14,Entrega estándar,Fernando da Conceição,B2C,São Gonçalo,Rio de Janeiro,Sureste,Electrónicos,Smartphones,80.56,101.96,0.0,101.96,2,203.92,42.79999999999998
2021-12-10,2021-12-14,Entrega estándar,Fernando da Conceição,B2C,São Gonçalo,Rio de Janeiro,Sureste,Productos de Limpieza,Ambientador en spray,170.79,221.64,0.05,210.56,1,210.56,39.77000000000001
2021-01-16,2021-01-22,Entrega estándar,Melissa Aragão,B2C,São Paulo,São Paulo,Sureste,Productos de Limpieza,Limpiacristales,10.81,14.04,0.0,14.04,4,56.16,12.919999999999995
2021-01-16,2021-01-22,Entrega estándar,Melissa Aragão,B2C,São Paulo,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,17.26,22.71,0.0,22.71,9,204.39000000000001,49.05000000000001
2021-01-16,2021-01-22,Entrega estándar,Melissa Aragão,B2C,São Paulo,São Paulo,Sureste,Electrónicos,Lámparas LED,46.31,62.38,0.1,56.14,3,168.42000000000002,29.49000000000001
2021-09-24,2021-09-29,Económico,Davi Lucca Silveira,B2C,Curitiba,Paraná,Sur,Productos de Limpieza,Papel higiénico,68.75,80.41,0.0,80.41,5,402.04999999999995,58.299999999999955
2021-09-24,2021-09-29,Económico,Davi Lucca Silveira,B2C,Curitiba,Paraná,Sur,Ropa,Jeans,372.17,418.17,0.0,418.17,3,1254.51,138.0
2022-08-28,2022-08-30,Económico,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sureste,Ropa,Vestidos,253.04,337.38,0.0,337.38,2,674.76,168.68
2022-08-28,2022-08-30,Económico,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sureste,Productos de Limpieza,Ambientador en spray,232.59,273.63,0.0,273.63,4,1094.52,164.15999999999997
2022-08-28,2022-08-30,Económico,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sureste,Electrónicos,Laptops,1215.48,1662.2,0.1,1495.98,2,2991.96,561.0
2022-08-28,2022-08-30,Económico,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sureste,Productos de Limpieza,Detergente para platos,16.51,19.31,0.0,19.31,5,96.55,13.999999999999986
2022-08-28,2022-08-30,Económico,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sureste,Ropa,Jeans,247.93,289.98,0.1,260.98,3,782.94,39.15000000000009
2022-08-28,2022-08-30,Económico,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sureste,Productos de Limpieza,Bolsas de basura,99.5,131.78,0.0,131.78,3,395.34000000000003,96.84000000000003
2022-08-28,2022-08-30,Económico,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sureste,Electrónicos,Lámparas LED,1180.3,1589.62,0.1,1430.66,2,2861.32,500.72000000000025
2022-08-28,2022-08-30,Económico,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sureste,Productos de Limpieza,Papel higiénico,235.3,241.33,0.0,241.33,5,1206.65,30.15000000000009
2021-03-01,2021-03-05,Entrega estándar,João Guilherme da Conceição,B2C,Campinas,São Paulo,Sureste,Productos de Limpieza,Limpiador de inodoros,51.94,59.96,0.1,53.96,7,377.72,14.140000000000043
2020-09-19,2020-09-24,Entrega estándar,Carolina Teixeira,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Productos de Limpieza,Limpiador de inodoros,15.19,19.86,0.0,19.86,2,39.72,9.34
2020-09-19,2020-09-24,Entrega estándar,Carolina Teixeira,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Productos de Limpieza,Detergente para platos,24.42,28.73,0.0,28.73,2,57.46,8.619999999999997
2020-09-19,2020-09-24,Entrega estándar,Carolina Teixeira,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Ropa,Vestidos,32.77,41.48,0.0,41.48,2,82.96,17.419999999999987
2022-05-13,2022-05-18,Entrega estándar,Isabel Moura,B2C,Franca,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,45.27,59.57,0.0,59.57,5,297.85,71.5
2022-02-26,2022-03-03,Entrega estándar,Srta. Caroline Farias,B2C,Manaus,Amazonas,Norte,Electrónicos,Lámparas LED,3.75,3.38,0.4,2.03,3,6.09,-5.16
2021-03-22,2021-03-26,Entrega estándar,Alexandre Farias,B2B,Belo Horizonte,Minas Gerais,Sureste,Ropa,Zapatillas,170.14,198.74,0.15,168.93,2,337.86,-2.419999999999959
2021-03-22,2021-03-26,Entrega estándar,Alexandre Farias,B2B,Belo Horizonte,Minas Gerais,Sureste,Productos de Limpieza,Limpiador de inodoros,3.71,5.08,0.1,4.57,1,4.57,0.8600000000000003
2020-12-09,2020-12-11,Económico,Davi Lucca Costa,B2B,Belo Horizonte,Minas Gerais,Sureste,Electrónicos,Cámaras digitales,77.49,90.63,0.1,81.57,5,407.84999999999997,20.399999999999977
2019-12-17,2019-12-21,Económico,Alice Ribeiro,B2B,Limeira,São Paulo,Sureste,Ropa,Jeans,363.85,425.56,0.1,383.0,9,3447.0,172.3499999999999
2019-12-17,2019-12-21,Económico,Alice Ribeiro,B2B,Limeira,São Paulo,Sureste,Productos de Limpieza,Cepillos de baño,2.8,3.76,0.1,3.38,2,6.76,1.1600000000000001
2021-12-18,2021-12-22,Entrega estándar,Benício Araújo,B2C,Salvador,Bahia,Noreste,Ropa,Zapatillas,1227.57,1261.48,0.1,1135.33,6,6811.98,-553.4400000000005
2021-05-13,2021-05-18,Entrega estándar,Marcela Moreira,B2B,Brasília,Distrito Federal,Centro-Oeste,Productos de Limpieza,Papel higiénico,156.66,155.58,0.1,140.02,2,280.04,-33.27999999999997
2019-08-07,2019-08-12,Económico,Kaique Ferreira,B2C,Maceió,Alagoas,Noreste,Electrónicos,Smartphones,58.46,71.3,0.0,71.3,3,213.89999999999998,38.51999999999998
2019-04-12,2019-04-14,Económico,Heitor da Cruz,B2C,João Pessoa,Paraíba,Noreste,Productos de Limpieza,Cepillos de baño,6.51,8.7,0.1,7.83,3,23.490000000000002,3.960000000000001
2019-04-12,2019-04-14,Económico,Heitor da Cruz,B2C,João Pessoa,Paraíba,Noreste,Electrónicos,Smartphones,388.94,483.52,0.1,435.17,3,1305.51,138.69000000000005
2019-04-12,2019-04-14,Económico,Heitor da Cruz,B2C,João Pessoa,Paraíba,Noreste,Productos de Limpieza,Bolsas de basura,14.54,19.58,0.1,17.62,2,35.24,6.160000000000004
2019-04-12,2019-04-14,Económico,Heitor da Cruz,B2C,João Pessoa,Paraíba,Noreste,Electrónicos,Smartphones,152.97,181.3,0.1,163.17,7,1142.1899999999998,71.39999999999986
2022-12-01,2022-12-03,Económico,Vicente Nogueira,B2B,João Pessoa,Paraíba,Noreste,Electrónicos,Cámaras digitales,76.47,90.63,0.1,81.57,3,244.70999999999998,15.299999999999983
2022-02-17,2022-02-21,Entrega estándar,Emanuel Cardoso,B2C,São Paulo,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,49.02,64.5,0.0,64.5,2,129.0,30.959999999999994
2020-07-10,2020-07-15,Económico,Fernando Martins,B2C,Brasília,Distrito Federal,Centro-Oeste,Electrónicos,Cámaras digitales,283.03,382.48,0.2,305.98,3,917.94,68.85000000000014
2022-11-14,2022-11-17,Económico,Natália da Costa,B2C,Mogi das Cruzes,São Paulo,Sureste,Productos de Limpieza,Bolsas de basura,8.2,11.21,0.1,10.09,3,30.27,5.670000000000002
2022-11-14,2022-11-17,Económico,Natália da Costa,B2C,Mogi das Cruzes,São Paulo,Sureste,Productos de Limpieza,Papel higiénico,638.83,680.06,0.1,612.05,4,2448.2,-107.12000000000035
2022-08-01,2022-08-05,Entrega estándar,Maria Clara Martins,B2B,Foz do Iguaçu,Paraná,Sur,Electrónicos,Smartphones,63.38,78.24,0.1,70.42,2,140.84,14.079999999999998
2022-12-27,2022-12-31,Entrega estándar,Enzo Peixoto,B2B,Curitiba,Paraná,Sur,Electrónicos,Lámparas LED,7.54,8.18,0.35,5.32,2,10.64,-4.4399999999999995
2021-11-01,2021-11-05,Entrega estándar,Breno Farias,B2B,Rio de Janeiro,Rio de Janeiro,Sureste,Productos de Limpieza,Papel higiénico,458.67,527.2,0.0,527.2,7,3690.4000000000005,479.7100000000005
2021-09-05,2021-09-10,Entrega estándar,Augusto Barbosa,B2C,Belo Horizonte,Minas Gerais,Sureste,Productos de Limpieza,Limpiador de inodoros,11.56,14.78,0.1,13.3,1,13.3,1.7400000000000002
2021-09-05,2021-09-10,Entrega estándar,Augusto Barbosa,B2C,Belo Horizonte,Minas Gerais,Sureste,Productos de Limpieza,Limpiador de inodoros,66.72,78.54,0.1,70.69,3,212.07,11.909999999999997
2021-04-18,2021-04-22,Entrega estándar,Maria Alice Mendes,B2B,Santos,São Paulo,Sureste,Productos de Limpieza,Cepillos de baño,16.69,19.75,0.0,19.75,5,98.75,15.299999999999997
